id,area,quartos,banheiros,garagem,idade,localizacao,tipo_imovel,preco
5820,98,3,2,2,29,Zona Oeste,Casa,1983497
5821,158,1,3,2,17,Centro,Apartamento,746074
5822,225,2,2,2,29,Centro,Casa,1667413
5823,169,2,1,1,6,Zona Sul,Studio,1603259
5824,473,1,3,3,47,Centro,Casa,369192
5825,312,4,1,1,22,Zona Oeste,Apartamento,192828
5826,341,1,1,1,36,Zona Oeste,Studio,731305
5827,263,2,2,0,6,Zona Oeste,Apartamento,166458
5828,52,4,2,3,37,Zona Leste,Studio,915038
5829,182,3,1,0,28,Centro,Cobertura,1989085
5830,306,1,3,2,33,Centro,Studio,1863935
5831,90,4,1,2,38,Zona Oeste,Casa,391473
5832,348,4,1,1,40,Zona Sul,Casa,1144689
5833,407,4,2,1,44,Centro,Casa,1843189
5834,81,1,2,0,48,Zona Leste,Casa,861488
5835,373,3,1,0,48,Centro,Casa,1487568
5836,182,4,1,1,46,Zona Norte,Cobertura,1617016
5837,266,1,2,3,17,Zona Leste,Studio,1759545
5838,340,2,1,1,46,Zona Sul,Studio,976872
5839,331,1,2,3,42,Zona Leste,Cobertura,958667
5840,61,1,1,0,24,Zona Leste,Cobertura,138123
5841,84,1,3,2,26,Centro,Casa,1685047
5842,381,4,3,2,26,Zona Leste,Apartamento,363608
5843,418,1,1,0,11,Zona Oeste,Apartamento,226072
5844,65,2,2,0,22,Zona Leste,Casa,1818519
5845,139,4,1,2,16,Centro,Cobertura,1773202
5846,206,2,1,3,43,Zona Oeste,Studio,955558
5847,391,5,2,0,6,Zona Sul,Apartamento,1999539
5848,343,1,1,3,23,Zona Norte,Apartamento,1106263
5849,324,4,2,3,6,Zona Leste,Cobertura,1564683
5850,365,4,1,2,28,Zona Oeste,Casa,1058952
5851,126,1,2,3,27,Zona Oeste,Studio,598887
5852,398,3,1,2,22,Zona Sul,Casa,546205
5853,242,3,3,0,9,Zona Sul,Casa,625714
5854,346,2,2,1,15,Zona Norte,Casa,541588
5855,166,1,3,1,42,Zona Norte,Casa,558210
5856,35,1,2,1,47,Centro,Apartamento,789727
5857,138,5,2,1,33,Zona Norte,Cobertura,806346
5858,64,3,2,1,24,Zona Norte,Studio,770507
5859,68,3,2,1,1,Zona Oeste,Apartamento,276792
5860,179,1,1,3,49,Zona Leste,Studio,109232
5861,454,2,1,3,4,Zona Leste,Studio,1230534
5862,147,1,2,1,13,Zona Norte,Apartamento,127288
5863,290,2,1,0,30,Centro,Apartamento,446978
5864,455,3,2,0,39,Centro,Studio,1122246
5865,116,5,2,3,5,Zona Leste,Studio,1369798
5866,494,4,3,3,27,Zona Sul,Cobertura,1656666
5867,105,3,2,1,8,Zona Oeste,Apartamento,1567117
5868,493,2,2,0,5,Zona Norte,Apartamento,186977
5869,480,1,1,2,16,Zona Oeste,Studio,577967
5870,443,3,2,1,39,Zona Norte,Studio,1310676
5871,342,5,2,3,34,Zona Norte,Casa,1880073
5872,412,2,3,3,11,Zona Leste,Studio,825453
5873,243,1,1,3,44,Zona Oeste,Studio,1167713
5874,486,4,1,2,17,Zona Oeste,Cobertura,1285017
5875,314,2,3,0,42,Zona Sul,Studio,1004666
5876,268,1,2,3,33,Zona Sul,Casa,264021
5877,194,4,3,1,45,Zona Oeste,Casa,709449
5878,116,1,1,2,0,Zona Sul,Apartamento,506797
5879,170,4,3,0,14,Zona Sul,Casa,649840
5880,189,4,1,1,17,Zona Norte,Apartamento,880594
5881,75,4,3,1,21,Zona Leste,Studio,1757707
5882,401,1,2,2,17,Zona Norte,Casa,1519312
5883,141,4,2,2,48,Zona Sul,Cobertura,1887301
5884,436,2,1,2,0,Zona Norte,Cobertura,418435
5885,74,5,3,3,45,Zona Norte,Casa,968257
5886,430,5,1,0,19,Centro,Apartamento,461756
5887,276,4,2,3,47,Zona Norte,Apartamento,769550
5888,133,5,1,2,35,Zona Norte,Apartamento,1288219
5889,114,5,2,2,37,Zona Leste,Casa,314847
5890,479,4,1,2,24,Zona Oeste,Studio,424374
5891,163,4,3,3,15,Centro,Studio,328118
5892,137,2,2,1,19,Centro,Studio,1931415
5893,47,3,1,2,37,Centro,Apartamento,801199
5894,123,1,2,3,46,Centro,Casa,829643
5895,179,4,3,2,32,Zona Leste,Cobertura,874715
5896,275,4,2,3,6,Zona Oeste,Studio,1518438
5897,318,5,3,0,22,Zona Leste,Studio,1623820
5898,443,2,2,0,10,Centro,Apartamento,419552
5899,238,5,3,3,32,Zona Oeste,Studio,1089074
5900,155,4,2,2,39,Zona Leste,Casa,255308
5901,264,4,3,3,45,Zona Oeste,Studio,1082368
5902,445,5,1,0,4,Zona Leste,Apartamento,604929
5903,455,4,1,3,44,Zona Oeste,Casa,1961899
5904,491,3,2,0,46,Zona Leste,Apartamento,1633336
5905,151,1,3,0,40,Centro,Cobertura,1994486
5906,167,1,1,1,7,Centro,Studio,400632
5907,144,1,2,2,16,Centro,Casa,1029758
5908,449,3,1,3,17,Zona Leste,Casa,431607
5909,191,4,3,2,49,Zona Oeste,Studio,717865
5910,230,5,2,2,26,Zona Oeste,Cobertura,626785
5911,263,2,3,0,30,Zona Sul,Cobertura,297348
5912,57,4,3,0,3,Zona Norte,Studio,1034358
5913,40,3,3,3,1,Centro,Studio,1068321
5914,235,3,1,3,4,Centro,Studio,505123
5915,196,1,2,3,16,Centro,Apartamento,915868
5916,276,4,3,0,38,Zona Sul,Casa,1959693
5917,76,1,1,1,31,Zona Sul,Casa,1586632
5918,275,2,3,3,28,Zona Sul,Studio,1529797
5919,156,1,1,0,15,Centro,Apartamento,1888118
5920,176,2,2,1,0,Zona Oeste,Apartamento,474071
5921,147,3,2,2,11,Centro,Casa,1588075
5922,428,1,2,0,18,Zona Sul,Cobertura,1735755
5923,411,1,2,3,8,Zona Sul,Studio,1215071
5924,441,5,3,3,47,Zona Norte,Studio,429239
5925,181,3,1,1,6,Zona Leste,Apartamento,584444
5926,101,5,2,1,29,Zona Norte,Casa,1132872
5927,392,2,3,0,14,Zona Norte,Apartamento,584379
5928,166,2,2,1,43,Centro,Cobertura,377821
5929,204,3,2,0,3,Zona Leste,Casa,1801262
5930,318,2,2,1,5,Zona Leste,Studio,1987933
5931,475,3,1,2,37,Centro,Casa,1259433
5932,48,2,1,3,46,Zona Oeste,Casa,825887
5933,224,4,1,3,34,Centro,Studio,1000065
5934,359,1,2,2,1,Zona Oeste,Cobertura,1636284
5935,453,4,3,3,4,Zona Oeste,Apartamento,492254
5936,204,3,3,3,7,Zona Leste,Cobertura,1874166
5937,478,3,3,3,29,Centro,Cobertura,1860145
5938,442,4,2,3,47,Centro,Cobertura,1391782
5939,463,1,1,2,18,Zona Leste,Casa,235834
5940,383,1,3,0,29,Zona Norte,Cobertura,1388072
5941,170,5,2,3,30,Centro,Casa,904883
5942,275,2,2,2,15,Zona Sul,Casa,112027
5943,414,5,3,3,37,Zona Sul,Apartamento,568852
5944,447,1,3,2,21,Centro,Apartamento,763508
5945,122,4,2,2,32,Zona Oeste,Cobertura,338939
5946,461,2,3,0,49,Zona Leste,Casa,1893212
5947,268,4,2,1,21,Zona Oeste,Studio,274146
5948,234,5,3,0,7,Zona Sul,Casa,1286156
5949,77,3,1,0,36,Zona Sul,Apartamento,590697
5950,462,4,2,3,11,Zona Leste,Studio,766512
5951,274,5,1,2,49,Zona Sul,Casa,1798914
5952,349,5,3,1,4,Zona Norte,Cobertura,719156
5953,346,5,2,2,24,Zona Sul,Casa,314984
5954,442,3,3,3,28,Zona Oeste,Studio,1294960
5955,324,3,2,2,12,Zona Oeste,Cobertura,922431
5956,157,3,3,3,25,Zona Norte,Studio,1262031
5957,373,2,1,0,21,Zona Oeste,Apartamento,1017157
5958,311,3,1,0,28,Zona Oeste,Apartamento,1193659
5959,46,3,3,3,11,Zona Oeste,Casa,381041
5960,100,3,1,0,47,Centro,Casa,247131
5961,298,4,1,2,45,Zona Norte,Apartamento,1428965
5962,354,3,3,1,42,Zona Norte,Studio,1891801
5963,311,2,2,1,27,Zona Sul,Studio,1829733
5964,334,5,3,2,8,Zona Norte,Cobertura,449392
5965,480,4,2,1,9,Zona Leste,Cobertura,769108
5966,36,1,1,2,47,Zona Norte,Cobertura,1216425
5967,343,3,1,3,41,Zona Leste,Apartamento,1984929
5968,334,5,1,1,25,Zona Oeste,Apartamento,1352320
5969,132,5,1,3,35,Zona Leste,Apartamento,496778
5970,338,4,1,3,39,Centro,Casa,601144
5971,222,1,2,2,10,Zona Oeste,Studio,732741
5972,270,2,2,1,5,Zona Leste,Apartamento,274336
5973,91,5,2,0,3,Zona Oeste,Cobertura,1379311
5974,46,5,3,0,26,Centro,Cobertura,195065
5975,200,5,1,0,23,Zona Oeste,Apartamento,1592200
5976,54,5,1,0,4,Zona Oeste,Apartamento,1746283
5977,280,4,1,2,49,Zona Norte,Studio,1189608
5978,282,1,3,3,2,Zona Sul,Cobertura,1489580
5979,416,5,3,1,6,Zona Leste,Studio,1186464
5980,236,2,3,2,23,Zona Sul,Apartamento,1944382
5981,58,2,1,0,21,Centro,Studio,433308
5982,146,3,2,1,11,Centro,Casa,813943
5983,445,5,3,2,34,Zona Oeste,Apartamento,233314
5984,311,5,3,3,16,Zona Sul,Cobertura,914391
5985,409,5,2,0,2,Zona Leste,Cobertura,895026
5986,173,5,3,1,10,Zona Leste,Studio,1149340
5987,54,5,2,1,5,Zona Oeste,Apartamento,1729979
5988,339,2,1,0,42,Zona Leste,Cobertura,569533
5989,185,1,2,3,35,Zona Norte,Studio,1124803
5990,102,1,2,0,16,Zona Sul,Studio,1121876
5991,149,3,1,3,21,Centro,Apartamento,620297
5992,341,2,3,1,0,Zona Leste,Cobertura,112409
5993,350,5,1,0,43,Zona Leste,Cobertura,381530
5994,122,1,3,3,2,Zona Leste,Cobertura,1212771
5995,115,4,3,3,15,Zona Oeste,Apartamento,647798
5996,365,4,2,2,34,Centro,Apartamento,389482
5997,454,4,1,3,13,Zona Sul,Apartamento,610723
5998,393,5,2,0,48,Zona Leste,Casa,1948560
5999,464,5,1,0,6,Zona Norte,Studio,365268
6000,147,3,1,3,25,Zona Oeste,Casa,234267
6001,262,3,2,0,42,Zona Sul,Casa,1653495
6002,228,3,3,1,47,Zona Leste,Cobertura,1897875
6003,235,4,3,1,30,Zona Sul,Cobertura,1581555
6004,442,5,1,0,23,Zona Oeste,Studio,1620172
6005,368,4,3,3,18,Zona Norte,Studio,1552944
6006,176,3,2,1,36,Zona Leste,Apartamento,867551
6007,479,5,2,3,0,Zona Norte,Cobertura,1810777
6008,454,2,2,0,24,Zona Oeste,Casa,1007276
6009,458,1,1,2,9,Zona Norte,Studio,1576816
6010,300,1,1,1,17,Zona Oeste,Studio,1624146
6011,416,3,3,0,41,Zona Norte,Casa,963283
6012,168,4,2,1,0,Zona Sul,Apartamento,108078
6013,210,2,2,3,28,Zona Sul,Cobertura,1973795
6014,459,5,1,2,12,Zona Oeste,Cobertura,1804785
6015,59,4,1,2,3,Zona Sul,Casa,648970
6016,86,3,1,0,11,Zona Norte,Apartamento,1344680
6017,261,4,2,1,47,Zona Norte,Casa,151823
6018,175,3,2,2,18,Zona Leste,Cobertura,1238807
6019,464,1,3,1,25,Zona Oeste,Casa,106210
6020,413,1,2,3,43,Zona Sul,Casa,999153
6021,77,4,3,3,37,Zona Oeste,Cobertura,534128
6022,223,2,3,0,15,Zona Sul,Cobertura,1128809
6023,253,5,2,2,43,Zona Leste,Cobertura,1465688
6024,165,3,3,2,24,Zona Norte,Casa,880132
6025,51,5,3,1,9,Zona Norte,Casa,1703447
6026,35,1,1,3,36,Centro,Casa,1154364
6027,233,2,2,2,27,Zona Oeste,Apartamento,919118
6028,268,2,3,0,27,Zona Sul,Studio,410899
6029,214,5,3,0,24,Centro,Apartamento,1445649
6030,389,1,3,2,24,Zona Oeste,Studio,1332516
6031,321,5,2,0,11,Zona Sul,Cobertura,272791
6032,364,4,1,2,7,Zona Leste,Studio,757006
6033,249,2,1,2,35,Zona Oeste,Apartamento,1767525
6034,145,2,2,2,38,Zona Sul,Cobertura,146015
6035,342,4,2,2,23,Zona Norte,Studio,1550215
6036,78,1,2,1,22,Zona Oeste,Studio,1256666
6037,202,2,2,2,36,Zona Sul,Studio,851394
6038,111,3,1,0,10,Zona Norte,Casa,1048996
6039,351,3,3,3,16,Zona Norte,Cobertura,968913
6040,362,1,3,1,27,Centro,Casa,1007579
6041,74,4,2,3,2,Zona Sul,Cobertura,888238
6042,364,5,2,3,1,Centro,Studio,852090
6043,49,1,3,3,28,Centro,Studio,1351698
6044,477,5,1,3,33,Zona Leste,Apartamento,322822
6045,250,1,2,3,13,Centro,Studio,1829504
6046,152,3,2,0,32,Centro,Casa,1627447
6047,263,4,1,2,47,Zona Leste,Casa,1191092
6048,250,3,1,0,46,Zona Leste,Studio,710561
6049,352,4,1,1,17,Zona Oeste,Casa,342386
6050,368,5,2,0,28,Centro,Studio,1871948
6051,32,1,1,1,1,Zona Norte,Apartamento,947347
6052,211,2,2,2,10,Zona Leste,Apartamento,468209
6053,235,2,2,3,30,Zona Sul,Studio,572073
6054,349,4,1,2,48,Zona Oeste,Apartamento,297284
6055,69,4,3,0,12,Zona Oeste,Studio,418102
6056,88,3,1,0,43,Centro,Casa,1157192
6057,468,2,3,2,25,Zona Norte,Studio,1477856
6058,91,3,1,2,33,Zona Leste,Cobertura,613785
6059,161,5,1,0,49,Zona Sul,Cobertura,654495
6060,89,2,2,2,9,Centro,Studio,1805276
6061,401,5,2,1,11,Zona Norte,Studio,387349
6062,360,1,2,1,48,Centro,Studio,1210149
6063,151,3,2,0,21,Centro,Apartamento,1921632
6064,136,4,2,0,45,Zona Oeste,Cobertura,478897
6065,125,2,2,2,30,Zona Sul,Studio,1604602
6066,376,3,2,2,18,Zona Sul,Studio,1669135
6067,443,4,3,3,44,Zona Sul,Casa,533918
6068,264,1,3,1,23,Zona Sul,Casa,198471
6069,415,2,2,0,24,Zona Leste,Apartamento,1865285
6070,91,5,3,0,34,Zona Leste,Apartamento,423500
6071,285,1,1,0,7,Zona Sul,Cobertura,173744
6072,78,4,3,0,4,Zona Norte,Cobertura,1410681
6073,422,2,2,3,21,Zona Leste,Studio,1090092
6074,377,2,3,1,27,Zona Leste,Cobertura,1543337
6075,188,1,1,3,11,Zona Norte,Studio,1952922
6076,153,2,3,1,32,Zona Sul,Apartamento,1938821
6077,346,4,2,0,15,Centro,Apartamento,101497
6078,236,1,1,1,25,Zona Leste,Apartamento,1280190
6079,77,5,1,0,11,Centro,Casa,1599862
6080,438,1,3,3,22,Centro,Cobertura,1755162
6081,449,1,1,1,48,Zona Norte,Apartamento,1415155
6082,165,5,1,2,25,Zona Sul,Apartamento,327478
6083,230,4,1,1,40,Centro,Apartamento,1376972
6084,279,3,2,0,12,Zona Sul,Cobertura,1672826
6085,343,3,1,2,22,Zona Oeste,Cobertura,1415022
6086,386,5,3,0,30,Zona Sul,Casa,144453
6087,397,4,3,2,35,Zona Norte,Casa,1384234
6088,458,2,1,2,26,Zona Norte,Casa,1274919
6089,347,5,3,1,35,Zona Oeste,Casa,1884191
6090,324,3,1,1,46,Zona Norte,Apartamento,759212
6091,343,4,3,2,41,Zona Sul,Studio,1530229
6092,238,1,1,2,22,Zona Sul,Casa,198977
6093,384,4,1,2,37,Zona Sul,Studio,463968
6094,240,4,1,0,2,Zona Norte,Apartamento,1850884
6095,221,3,2,1,29,Zona Sul,Apartamento,963199
6096,73,3,3,0,31,Zona Leste,Cobertura,1859434
6097,58,2,1,1,14,Zona Oeste,Studio,1412777
6098,88,2,2,3,37,Zona Leste,Studio,1996797
6099,100,5,2,0,10,Zona Sul,Apartamento,580331
6100,121,1,1,1,1,Zona Norte,Cobertura,810377
6101,294,2,1,2,25,Zona Oeste,Casa,1473928
6102,412,3,1,2,33,Zona Leste,Casa,1100161
6103,249,4,1,1,0,Zona Sul,Cobertura,1439608
6104,419,5,1,2,10,Zona Norte,Cobertura,1375171
6105,442,2,3,2,4,Zona Sul,Casa,1253027
6106,471,4,1,3,25,Zona Leste,Apartamento,619545
6107,430,4,1,3,5,Zona Leste,Apartamento,245044
6108,429,2,3,3,34,Zona Oeste,Cobertura,1240412
6109,244,1,2,0,4,Zona Norte,Apartamento,1616581
6110,416,1,3,3,8,Centro,Apartamento,1734891
6111,306,5,2,3,27,Zona Sul,Studio,500472
6112,93,1,2,3,18,Zona Norte,Casa,655829
6113,375,5,3,1,4,Centro,Cobertura,420317
6114,321,3,1,2,22,Zona Norte,Casa,491442
6115,274,2,2,1,43,Zona Sul,Studio,423073
6116,499,4,1,3,43,Zona Sul,Apartamento,1389365
6117,91,5,3,0,15,Zona Oeste,Apartamento,996312
6118,455,1,2,1,6,Zona Leste,Studio,727698
6119,361,5,1,3,13,Zona Leste,Casa,315139
6120,199,5,2,0,21,Zona Leste,Studio,254882
6121,474,1,2,0,8,Zona Oeste,Apartamento,117686
6122,298,1,3,0,46,Zona Leste,Apartamento,561827
6123,296,2,1,2,22,Zona Norte,Casa,360507
6124,83,4,1,0,42,Zona Leste,Apartamento,1745133
6125,45,2,2,3,3,Zona Leste,Casa,901093
6126,37,2,1,1,42,Zona Sul,Cobertura,1158728
6127,133,1,2,1,25,Zona Oeste,Apartamento,183620
6128,88,1,3,3,40,Zona Oeste,Apartamento,1795238
6129,342,4,3,2,5,Zona Leste,Casa,914028
6130,69,5,1,2,30,Centro,Cobertura,297632
6131,266,2,3,0,16,Zona Sul,Apartamento,1370359
6132,472,4,3,3,8,Zona Leste,Apartamento,877395
6133,415,2,1,0,26,Centro,Cobertura,194217
6134,123,5,2,0,5,Zona Norte,Apartamento,684054
6135,251,2,3,3,5,Zona Sul,Casa,369763
6136,233,3,1,2,3,Zona Oeste,Cobertura,1969767
6137,167,4,1,2,42,Centro,Cobertura,916237
6138,329,1,1,1,2,Zona Leste,Studio,1078044
6139,424,2,3,3,23,Centro,Apartamento,377935
6140,236,4,3,0,17,Zona Oeste,Cobertura,1596782
6141,365,4,2,3,31,Zona Norte,Cobertura,709580
6142,110,2,2,0,47,Centro,Cobertura,1677611
6143,247,1,2,1,20,Zona Leste,Studio,884486
6144,31,1,2,1,47,Centro,Apartamento,298254
6145,207,2,2,1,28,Zona Norte,Cobertura,393780
6146,425,4,2,1,31,Centro,Apartamento,556813
6147,400,1,1,0,24,Zona Norte,Cobertura,677759
6148,375,2,2,2,11,Zona Norte,Casa,1294207
6149,308,2,3,0,45,Zona Sul,Cobertura,249210
6150,175,2,2,1,8,Zona Sul,Cobertura,887182
6151,347,4,3,2,6,Zona Leste,Studio,917782
6152,253,1,2,3,13,Zona Leste,Cobertura,1706474
6153,398,4,1,0,19,Zona Leste,Casa,458613
6154,413,3,1,3,19,Zona Norte,Cobertura,1096899
6155,91,1,3,1,9,Zona Norte,Casa,775158
6156,323,4,2,3,10,Zona Sul,Casa,1127428
6157,268,1,1,2,38,Zona Norte,Casa,1729974
6158,224,3,1,2,18,Zona Sul,Studio,316502
6159,195,5,2,2,18,Centro,Apartamento,118687
6160,480,2,3,0,42,Zona Leste,Apartamento,1536314
6161,251,4,3,3,5,Zona Leste,Casa,1985665
6162,90,3,3,3,7,Zona Oeste,Studio,850587
6163,158,3,1,3,0,Zona Sul,Studio,1559603
6164,202,1,2,1,22,Zona Oeste,Apartamento,1299886
6165,185,1,1,0,39,Zona Leste,Casa,326345
6166,434,2,1,0,36,Zona Oeste,Apartamento,277539
6167,407,1,1,3,9,Centro,Apartamento,1981116
6168,139,4,1,0,1,Zona Oeste,Studio,782678
6169,298,4,2,3,35,Centro,Studio,1676935
6170,440,4,1,3,1,Zona Leste,Cobertura,1127274
6171,385,5,1,3,14,Zona Norte,Studio,880848
6172,420,4,3,2,19,Zona Sul,Studio,1376746
6173,307,1,1,1,41,Zona Oeste,Apartamento,965333
6174,103,1,2,0,20,Centro,Studio,793737
6175,466,4,1,1,29,Zona Leste,Studio,946240
6176,492,3,2,2,23,Zona Leste,Apartamento,152957
6177,236,3,2,0,1,Zona Norte,Studio,408221
6178,417,3,2,3,37,Zona Leste,Studio,281607
6179,308,2,3,1,21,Zona Leste,Cobertura,1160388
6180,404,5,3,2,28,Zona Norte,Casa,480108
6181,355,4,1,0,13,Zona Leste,Cobertura,193062
6182,369,2,1,0,4,Centro,Studio,1869751
6183,386,3,1,1,23,Zona Oeste,Apartamento,121558
6184,369,4,2,1,25,Zona Oeste,Apartamento,1332778
6185,233,2,2,0,1,Centro,Casa,1281918
6186,190,1,2,0,45,Zona Oeste,Apartamento,794989
6187,57,3,1,2,44,Zona Leste,Studio,1427787
6188,421,2,1,3,33,Zona Oeste,Cobertura,608505
6189,286,1,1,3,22,Zona Oeste,Casa,1232539
6190,194,3,1,2,40,Zona Leste,Cobertura,150684
6191,92,5,3,0,34,Zona Oeste,Apartamento,592480
6192,51,3,3,1,14,Zona Leste,Studio,723098
6193,99,5,3,1,2,Zona Norte,Casa,798142
6194,410,5,1,0,11,Zona Norte,Apartamento,158538
6195,434,5,3,2,37,Zona Oeste,Apartamento,1403402
6196,125,4,3,0,16,Zona Norte,Cobertura,1331115
6197,192,4,1,1,37,Zona Oeste,Apartamento,1029984
6198,108,5,3,0,26,Zona Norte,Cobertura,1741203
6199,34,1,1,0,18,Zona Oeste,Apartamento,1219411
6200,345,5,1,2,48,Zona Sul,Cobertura,863973
6201,149,2,1,3,47,Centro,Cobertura,247164
6202,331,5,2,1,20,Zona Norte,Studio,1907389
6203,207,4,1,1,39,Zona Leste,Casa,1397526
6204,205,4,3,0,23,Centro,Casa,1070444
6205,419,2,3,1,23,Zona Oeste,Studio,1767581
6206,246,2,1,1,18,Centro,Apartamento,1345917
6207,85,3,2,3,30,Zona Leste,Apartamento,1349739
6208,395,1,2,1,39,Zona Leste,Casa,1641757
6209,216,1,2,1,19,Zona Oeste,Cobertura,268393
6210,261,1,3,2,14,Zona Norte,Cobertura,891094
6211,284,4,2,2,39,Zona Norte,Casa,920169
6212,442,1,2,2,34,Zona Sul,Casa,1965553
6213,484,3,1,2,47,Zona Leste,Studio,231333
6214,133,3,2,2,34,Zona Sul,Apartamento,1103703
6215,106,1,2,3,32,Zona Leste,Cobertura,874663
6216,259,2,2,1,39,Zona Sul,Studio,557683
6217,431,3,1,0,40,Zona Norte,Casa,721366
6218,287,2,1,3,43,Zona Leste,Studio,1982984
6219,293,4,2,0,17,Zona Norte,Studio,529583
6220,360,3,3,2,16,Centro,Cobertura,575521
6221,211,2,3,1,7,Zona Norte,Studio,1294559
6222,410,1,1,2,19,Zona Leste,Cobertura,669596
6223,285,4,2,3,10,Centro,Casa,1346218
6224,67,5,3,0,29,Zona Sul,Cobertura,1081591
6225,205,5,2,1,26,Zona Oeste,Apartamento,1376114
6226,56,1,1,3,38,Zona Leste,Casa,216227
6227,305,4,3,3,13,Zona Oeste,Cobertura,1707438
6228,169,4,1,1,41,Zona Oeste,Casa,1802247
6229,328,4,2,1,14,Centro,Studio,931555
6230,474,4,1,3,11,Zona Sul,Casa,1175626
6231,316,5,1,0,19,Zona Norte,Cobertura,376304
6232,120,2,1,0,16,Centro,Studio,1658536
6233,90,4,1,3,39,Zona Sul,Apartamento,1079480
6234,487,2,3,3,25,Zona Norte,Casa,447751
6235,480,4,2,2,13,Zona Norte,Cobertura,164577
6236,394,3,3,2,24,Zona Sul,Casa,137558
6237,376,3,2,0,25,Zona Norte,Casa,1784652
6238,192,3,2,2,46,Zona Leste,Cobertura,969152
6239,380,4,2,0,24,Zona Leste,Apartamento,855733
6240,172,2,2,1,24,Centro,Cobertura,336585
6241,429,5,2,2,26,Zona Norte,Casa,1160043
6242,282,1,3,0,42,Zona Norte,Apartamento,1505082
6243,298,5,2,0,11,Zona Sul,Apartamento,177322
6244,398,4,1,3,19,Zona Leste,Apartamento,1765833
6245,320,3,3,0,15,Zona Oeste,Apartamento,445549
6246,488,3,3,2,24,Centro,Casa,1201901
6247,216,2,2,3,26,Zona Leste,Cobertura,1269511
6248,434,4,1,3,17,Zona Sul,Cobertura,614026
6249,467,5,1,2,9,Centro,Studio,425909
6250,488,4,2,1,49,Zona Oeste,Studio,181544
6251,443,4,2,2,29,Centro,Studio,743790
6252,333,3,1,2,0,Zona Leste,Apartamento,1096090
6253,320,5,3,3,3,Zona Oeste,Apartamento,638336
6254,115,1,3,2,22,Zona Sul,Cobertura,1177304
6255,195,3,2,1,6,Centro,Apartamento,468978
6256,444,5,3,1,29,Zona Leste,Cobertura,1811902
6257,491,2,3,1,25,Zona Sul,Studio,698289
6258,437,3,1,3,0,Zona Oeste,Cobertura,991787
6259,143,2,3,2,28,Centro,Apartamento,382489
6260,462,3,1,0,24,Zona Norte,Cobertura,1011204
6261,385,4,2,2,39,Zona Leste,Cobertura,1415248
6262,445,5,2,1,25,Zona Leste,Cobertura,1943072
6263,212,2,1,2,16,Zona Norte,Apartamento,1466625
6264,236,3,1,3,30,Zona Sul,Casa,1912870
6265,285,2,2,2,7,Zona Leste,Studio,1060385
6266,264,3,1,3,4,Zona Sul,Casa,613912
6267,471,3,2,0,0,Zona Oeste,Casa,1995765
6268,384,1,2,0,14,Zona Norte,Casa,1379235
6269,32,1,2,3,35,Zona Sul,Casa,300699
6270,237,1,2,2,6,Zona Oeste,Apartamento,197964
6271,226,2,2,1,45,Centro,Apartamento,429901
6272,370,4,2,3,43,Zona Leste,Casa,471906
6273,154,3,3,2,26,Zona Norte,Casa,1703336
6274,167,5,3,2,34,Centro,Cobertura,205425
6275,368,1,2,2,26,Centro,Cobertura,808024
6276,54,2,3,1,19,Centro,Studio,106415
6277,97,2,1,1,17,Zona Sul,Studio,1504210
6278,90,2,1,1,39,Zona Leste,Studio,636883
6279,58,5,2,3,1,Zona Norte,Cobertura,1727784
6280,412,5,3,3,29,Zona Leste,Casa,1511666
6281,48,1,1,1,37,Zona Leste,Casa,1107493
6282,200,5,1,3,29,Zona Leste,Studio,1575115
6283,479,1,1,1,6,Zona Oeste,Studio,593774
6284,103,5,1,3,38,Zona Oeste,Apartamento,1674004
6285,90,5,3,2,12,Zona Oeste,Studio,409125
6286,456,5,1,1,32,Zona Oeste,Cobertura,1793700
6287,182,1,1,3,39,Zona Leste,Cobertura,865660
6288,305,3,1,2,29,Zona Leste,Studio,1949261
6289,77,1,2,2,29,Zona Norte,Studio,550330
6290,240,3,1,3,22,Zona Norte,Apartamento,819346
6291,372,2,1,2,44,Zona Norte,Apartamento,630033
6292,437,2,3,0,23,Zona Norte,Apartamento,478617
6293,168,1,1,1,19,Zona Norte,Cobertura,1328076
6294,139,3,1,1,27,Zona Oeste,Apartamento,959560
6295,212,3,1,2,18,Zona Leste,Casa,1891987
6296,57,3,2,3,48,Zona Norte,Casa,1075961
6297,226,2,3,0,12,Zona Sul,Casa,594619
6298,220,1,3,3,15,Zona Norte,Apartamento,1997397
6299,344,4,2,1,14,Zona Norte,Cobertura,1168575
6300,418,3,2,2,10,Zona Leste,Cobertura,1870712
6301,80,3,3,0,11,Zona Oeste,Apartamento,685524
6302,178,4,1,2,21,Centro,Studio,1746331
6303,297,1,3,0,24,Zona Leste,Studio,145085
6304,79,3,2,2,2,Zona Oeste,Apartamento,213919
6305,417,1,1,3,23,Zona Sul,Cobertura,244030
6306,275,3,3,1,24,Centro,Casa,1653803
6307,142,5,1,2,8,Zona Oeste,Studio,904360
6308,199,3,1,2,27,Zona Oeste,Casa,1530497
6309,497,5,2,0,45,Zona Leste,Cobertura,610274
6310,195,1,3,3,29,Zona Oeste,Studio,517700
6311,438,3,2,3,6,Zona Norte,Apartamento,815121
6312,43,2,3,0,10,Zona Oeste,Casa,748347
6313,232,2,3,3,9,Centro,Casa,1030797
6314,317,4,1,1,2,Zona Oeste,Casa,1372473
6315,424,2,1,2,18,Zona Sul,Apartamento,527090
